"filename", "language", "JavaScript", "JSON", "JSON with Comments", "Markdown", "YAML", "TypeScript", "TypeScript JSX", "Ignore", "SCSS", "XML", "HTML", "Batch", "CSS", "comment", "blank", "total"
"k:\cross-platform-music-player-app\apps\mobile\src\app\(tabs)\playlists.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 407, 0, 0, 0, 0, 0, 0, 0, 29, 436
"k:\cross-platform-music-player-app\apps\mobile\src\app\(tabs)\search.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 387, 0, 0, 0, 0, 0, 0, 7, 28, 422
"k:\cross-platform-music-player-app\apps\mobile\src\app\(tabs)\settings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 0, 16, 263
"k:\cross-platform-music-player-app\apps\mobile\src\app\_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 6, 10, 76
"k:\cross-platform-music-player-app\apps\mobile\src\app\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"k:\cross-platform-music-player-app\apps\mobile\src\app\now-playing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 376, 0, 0, 0, 0, 0, 0, 6, 29, 411
"k:\cross-platform-music-player-app\apps\mobile\src\app\playlist\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 752, 0, 0, 0, 0, 0, 0, 3, 50, 805
"k:\cross-platform-music-player-app\apps\mobile\src\application\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\apps\mobile\src\application\library\LibraryProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 0, 2, 44, 316
"k:\cross-platform-music-player-app\apps\mobile\src\application\library\importAudio.ts", "TypeScript", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 2, 18, 95
"k:\cross-platform-music-player-app\apps\mobile\src\application\library\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\apps\mobile\src\application\player\PlayerProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 488, 0, 0, 0, 0, 0, 0, 24, 87, 599
"k:\cross-platform-music-player-app\apps\mobile\src\application\player\PlayerService.ts", "TypeScript", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 3, 17, 77
"k:\cross-platform-music-player-app\apps\mobile\src\application\player\engine\ExpoAudioEngine.ts", "TypeScript", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 4, 29, 174
"k:\cross-platform-music-player-app\apps\mobile\src\application\player\engine\types.ts", "TypeScript", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 9, 39
"k:\cross-platform-music-player-app\apps\mobile\src\application\player\index.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"k:\cross-platform-music-player-app\apps\mobile\src\application\player\states\AudioPlayerState.ts", "TypeScript", 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 7, 32, 158
"k:\cross-platform-music-player-app\apps\mobile\src\infrastructure\storage\MobileStorageAdapter.ts", "TypeScript", 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 2, 26, 163
"k:\cross-platform-music-player-app\apps\mobile\src\infrastructure\storage\composePlaylists.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"k:\cross-platform-music-player-app\apps\mobile\src\infrastructure\storage\index.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"k:\cross-platform-music-player-app\apps\mobile\src\infrastructure\storage\json.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"k:\cross-platform-music-player-app\apps\mobile\src\infrastructure\storage\keys.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\AppShell\AppShellProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 1, 16, 103
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\AppShell\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\BottomNav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 13, 158
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Language\LanguageProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 11, 54
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Language\index.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Language\storage.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\NameModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 10, 135
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Notification\NotificationProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 20, 149
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Notification\index.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Notification\types.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\PlaylistActions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 10, 166
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\PlaylistRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 8, 100
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\SidebarMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 454, 0, 0, 0, 0, 0, 0, 1, 42, 497
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Theme\ThemeProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 17, 78
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Theme\index.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Theme\storage.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\Theme\tokens.ts", "TypeScript", 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 2, 19, 145
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\components\TopBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 16, 173
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\player\PlayerBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 6, 13, 208
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\player\QueueModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 11, 211
"k:\cross-platform-music-player-app\apps\mobile\src\presentations\player\format.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"k:\cross-platform-music-player-app\apps\mobile\tsconfig.json", "JSON with Comments", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"k:\cross-platform-music-player-app\docs\Bao_Cao_MVP_Draft.md", "Markdown", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 74
"k:\cross-platform-music-player-app\docs\__BTL_yêu_cầu.md", "Markdown", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"k:\cross-platform-music-player-app\docs\__DESKTOP_Bao_Cao_BTL_MeloVista.md", "Markdown", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 73
"k:\cross-platform-music-player-app\docs\__DESKTOP_architecture_report.md", "Markdown", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 67
"k:\cross-platform-music-player-app\docs\__MOBILE_audio_improv_plan.md", "Markdown", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 63
"k:\cross-platform-music-player-app\docs\__MOBILE_playback_modes.md", "Markdown", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"k:\cross-platform-music-player-app\docs\__MOBILE_roadmap.md", "Markdown", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 182
"k:\cross-platform-music-player-app\docs\__MOBILE_storage_schema.md", "Markdown", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 101
"k:\cross-platform-music-player-app\docs\__MOBILE_ui_desc.md", "Markdown", 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 156
"k:\cross-platform-music-player-app\docs\__PROJECT_REPORT.md", "Markdown", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 100
"k:\cross-platform-music-player-app\docs\__PROJECT_architecture_report.md", "Markdown", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 62
"k:\cross-platform-music-player-app\docs\____ROADMAP.md", "Markdown", 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 234
"k:\cross-platform-music-player-app\eslint.config.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 55
"k:\cross-platform-music-player-app\package-lock.json", "JSON", 0, 21779, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21780
"k:\cross-platform-music-player-app\package.json", "JSON", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 50
"k:\cross-platform-music-player-app\packages\brand\README.md", "Markdown", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 61
"k:\cross-platform-music-player-app\packages\brand\colors\colors.json", "JSON", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 45
"k:\cross-platform-music-player-app\packages\brand\colors\colors.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 4, 4, 27
"k:\cross-platform-music-player-app\packages\brand\package.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"k:\cross-platform-music-player-app\packages\brand\typography\fonts.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 3, 22
"k:\cross-platform-music-player-app\packages\brand\typography\typography.json", "JSON", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"k:\cross-platform-music-player-app\packages\brand\typography\typography.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 4, 5, 29
"k:\cross-platform-music-player-app\packages\core\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"k:\cross-platform-music-player-app\packages\core\package.json", "JSON", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"k:\cross-platform-music-player-app\packages\core\src\index.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"k:\cross-platform-music-player-app\packages\core\src\interfaces\ILibraryRepository.ts", "TypeScript", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"k:\cross-platform-music-player-app\packages\core\src\interfaces\IMetadataService.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"k:\cross-platform-music-player-app\packages\core\src\interfaces\IStorageAdapter.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"k:\cross-platform-music-player-app\packages\core\src\interfaces\index.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"k:\cross-platform-music-player-app\packages\core\src\services\LibraryService.ts", "TypeScript", 0, 0, 0, 0, 0, 557, 0, 0, 0, 0, 0, 0, 0, 49, 111, 717
"k:\cross-platform-music-player-app\packages\core\src\services\__tests__\LibraryService.test.ts", "TypeScript", 0, 0, 0, 0, 0, 378, 0, 0, 0, 0, 0, 0, 0, 21, 87, 486
"k:\cross-platform-music-player-app\packages\core\src\usecases\AddSongsToPlaylistUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"k:\cross-platform-music-player-app\packages\core\src\usecases\CreatePlaylistUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"k:\cross-platform-music-player-app\packages\core\src\usecases\DeletePlaylistUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"k:\cross-platform-music-player-app\packages\core\src\usecases\DeleteSongUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"k:\cross-platform-music-player-app\packages\core\src\usecases\DeleteSongsUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"k:\cross-platform-music-player-app\packages\core\src\usecases\GetLibraryUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"k:\cross-platform-music-player-app\packages\core\src\usecases\GetLyricsUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"k:\cross-platform-music-player-app\packages\core\src\usecases\GetPlaylistByIdUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"k:\cross-platform-music-player-app\packages\core\src\usecases\GetPlaylistsUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"k:\cross-platform-music-player-app\packages\core\src\usecases\ImportFilesUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"k:\cross-platform-music-player-app\packages\core\src\usecases\ImportFolderUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"k:\cross-platform-music-player-app\packages\core\src\usecases\PatchSongUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"k:\cross-platform-music-player-app\packages\core\src\usecases\RemoveSongsFromPlaylistUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"k:\cross-platform-music-player-app\packages\core\src\usecases\SaveLyricsUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"k:\cross-platform-music-player-app\packages\core\src\usecases\ScanMissingFilesUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"k:\cross-platform-music-player-app\packages\core\src\usecases\SearchLyricsUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"k:\cross-platform-music-player-app\packages\core\src\usecases\UpdatePlaylistUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"k:\cross-platform-music-player-app\packages\core\src\usecases\UpdateSongUseCase.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"k:\cross-platform-music-player-app\packages\core\src\usecases\__tests__\LibraryUseCases.test.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"k:\cross-platform-music-player-app\packages\core\src\usecases\__tests__\PlaylistUseCases.test.ts", "TypeScript", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 8, 63
"k:\cross-platform-music-player-app\packages\core\src\usecases\__tests__\SongUseCases.test.ts", "TypeScript", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 7, 47
"k:\cross-platform-music-player-app\packages\core\src\usecases\index.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"k:\cross-platform-music-player-app\packages\core\src\utils\LyricsParser.ts", "TypeScript", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36
"k:\cross-platform-music-player-app\packages\core\src\utils\Mutex.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 3, 5, 42
"k:\cross-platform-music-player-app\packages\core\src\utils\__tests__\Mutex.test.ts", "TypeScript", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 4, 20, 88
"k:\cross-platform-music-player-app\packages\core\src\utils\__tests__\artists.test.ts", "TypeScript", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"k:\cross-platform-music-player-app\packages\core\src\utils\__tests__\lyrics.test.ts", "TypeScript", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 2, 12, 70
"k:\cross-platform-music-player-app\packages\core\src\utils\__tests__\youtube.test.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"k:\cross-platform-music-player-app\packages\core\src\utils\artists.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"k:\cross-platform-music-player-app\packages\core\src\utils\index.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"k:\cross-platform-music-player-app\packages\core\src\utils\lyrics.ts", "TypeScript", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"k:\cross-platform-music-player-app\packages\core\src\utils\youtube.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 3, 6, 35
"k:\cross-platform-music-player-app\packages\core\tsconfig.json", "JSON with Comments", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"k:\cross-platform-music-player-app\packages\core\vitest.config.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"k:\cross-platform-music-player-app\packages\hooks\README.md", "Markdown", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"k:\cross-platform-music-player-app\packages\hooks\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"k:\cross-platform-music-player-app\packages\hooks\package.json", "JSON", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"k:\cross-platform-music-player-app\packages\hooks\src\LibraryContext.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9
"k:\cross-platform-music-player-app\packages\hooks\src\PlayerContext.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8
"k:\cross-platform-music-player-app\packages\hooks\src\UIContext.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8
"k:\cross-platform-music-player-app\packages\hooks\src\constants\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\packages\hooks\src\constants\lyrics.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"k:\cross-platform-music-player-app\packages\hooks\src\index.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"k:\cross-platform-music-player-app\packages\hooks\src\providers\LibraryProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 0, 0, 21, 65, 438
"k:\cross-platform-music-player-app\packages\hooks\src\providers\PlayerProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 358, 0, 0, 0, 0, 0, 0, 10, 65, 433
"k:\cross-platform-music-player-app\packages\hooks\src\providers\UIProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 11, 23
"k:\cross-platform-music-player-app\packages\hooks\src\tests\LibraryProvider.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 250, 0, 0, 0, 0, 0, 0, 4, 72, 326
"k:\cross-platform-music-player-app\packages\hooks\src\types\audio.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"k:\cross-platform-music-player-app\packages\hooks\src\types\index.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"k:\cross-platform-music-player-app\packages\hooks\src\types\library.ts", "TypeScript", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 5, 60
"k:\cross-platform-music-player-app\packages\hooks\src\types\player.ts", "TypeScript", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 8, 50
"k:\cross-platform-music-player-app\packages\hooks\src\types\ui.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"k:\cross-platform-music-player-app\packages\hooks\src\useAudioDevices.ts", "TypeScript", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 1, 14, 75
"k:\cross-platform-music-player-app\packages\hooks\src\useLibrary.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"k:\cross-platform-music-player-app\packages\hooks\src\useLyricSync.ts", "TypeScript", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 1, 9, 53
"k:\cross-platform-music-player-app\packages\hooks\src\useLyrics.ts", "TypeScript", 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 13, 26, 144
"k:\cross-platform-music-player-app\packages\hooks\src\usePlayer.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"k:\cross-platform-music-player-app\packages\hooks\src\useUI.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"k:\cross-platform-music-player-app\packages\hooks\tsconfig.json", "JSON with Comments", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"k:\cross-platform-music-player-app\packages\hooks\vitest.config.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"k:\cross-platform-music-player-app\packages\i18n\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\packages\i18n\package.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"k:\cross-platform-music-player-app\packages\i18n\src\desktop.ts", "TypeScript", 0, 0, 0, 0, 0, 726, 0, 0, 0, 0, 0, 0, 0, 0, 2, 728
"k:\cross-platform-music-player-app\packages\i18n\src\index.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"k:\cross-platform-music-player-app\packages\i18n\src\mobile.ts", "TypeScript", 0, 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 5, 283
"k:\cross-platform-music-player-app\packages\i18n\tsconfig.json", "JSON with Comments", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"k:\cross-platform-music-player-app\packages\player\README.md", "Markdown", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"k:\cross-platform-music-player-app\packages\player\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"k:\cross-platform-music-player-app\packages\player\package.json", "JSON", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"k:\cross-platform-music-player-app\packages\player\src\AudioEngine.ts", "TypeScript", 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 16, 38, 288
"k:\cross-platform-music-player-app\packages\player\src\__tests__\AudioEngine.test.ts", "TypeScript", 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 8, 54, 304
"k:\cross-platform-music-player-app\packages\player\src\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\packages\player\vitest.config.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"k:\cross-platform-music-player-app\packages\types\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\packages\types\package.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"k:\cross-platform-music-player-app\packages\types\src\index.ts", "TypeScript", 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 17, 134
"k:\cross-platform-music-player-app\packages\ui\README.md", "Markdown", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
