"filename", "language", "JavaScript", "JSON", "JSON with Comments", "Markdown", "YAML", "TypeScript", "TypeScript JSX", "Ignore", "SCSS", "XML", "HTML", "Batch", "CSS", "comment", "blank", "total"
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\LyricsView\types.ts", "TypeScript", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 7, 79
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\LyricsView\useLyricsPanel.ts", "TypeScript", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 2, 18, 142
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Notification\Notification.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 10, 104
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Notification\Notification.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 11, 73
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Notification\NotificationProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 1, 6, 45
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Notification\index.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\PlayerBar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 504, 0, 0, 0, 0, 1, 74, 579
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\PlayerBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 16, 118
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\QueuePanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 3, 19, 160
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\components\NowPlaying.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 4, 35
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\components\PlaybackControls.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 8, 80
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\components\ProgressBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 4, 38
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\components\VolumeControl.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 4, 41
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\index.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\types.ts", "TypeScript", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 9, 94
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\PlayerBar\usePlayerBar.ts", "TypeScript", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 1, 16, 137
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\Sidebar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 465, 0, 0, 0, 0, 0, 67, 532
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\Sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 3, 9, 99
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\components\DidYouKnow\DidYouKnow.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 13, 100
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\components\DidYouKnow\DidYouKnow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 11, 74
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\components\DidYouKnow\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\components\PlaylistItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 3, 56
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\components\PlaylistSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 9, 184
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\components\SidebarMini.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 6, 51
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\components\index.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\index.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\types.ts", "TypeScript", 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 9, 120
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Sidebar\useSidebar.ts", "TypeScript", 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 1, 21, 196
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\SongPickerModal\SongPickerModal.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 37, 289
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\SongPickerModal\SongPickerModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 6, 13, 144
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\SongPickerModal\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\SongPickerModal\useSongPicker.ts", "TypeScript", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 2, 8, 68
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Theme\ThemeProvider.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 335, 0, 0, 0, 0, 0, 73, 408
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Theme\ThemeProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 1, 9, 48
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Theme\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Tooltip\SmartTooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 3, 14, 102
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\Tooltip\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\UpdateNotification\UpdateNotification.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 11, 81
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\UpdateNotification\UpdateNotification.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 2, 10, 75
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\UpdateNotification\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\components\index.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\constants\DownloadConstants.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\constants\IconSizes.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\constants\SettingsConstants.ts", "TypeScript", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\constants\index.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\debug\downloaderMockups.ts", "TypeScript", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 2, 8, 60
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\PlaylistDetailPage.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 669, 0, 0, 0, 0, 1, 104, 774
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\PlaylistDetailPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 14, 180
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\BulkActionsBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 3, 50
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\EmptyState.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 13, 102
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\EmptyState.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 6, 45
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\FilterChips.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 4, 37
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\FloatingBadge.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 4, 36
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\FloatingBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 2, 8, 61
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\PlaylistHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 5, 112
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\SongListHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 2, 30
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\SongRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 5, 11, 176
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\SongRowContextMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 1, 13, 156
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\components\VirtualSongList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 2, 78
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\hooks\usePlaylistData.ts", "TypeScript", 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 17, 184
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\hooks\usePlaylistMenu.ts", "TypeScript", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 2, 7, 75
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\hooks\usePlaylistSelection.ts", "TypeScript", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 1, 12, 79
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\hooks\usePlaylistVirtualization.ts", "TypeScript", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 12, 52
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\types.ts", "TypeScript", 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 8, 138
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\usePlaylistDetail.ts", "TypeScript", 0, 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 8, 19, 232
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\PlaylistDetailPage\utils.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\SettingsPage.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1312, 0, 0, 0, 0, 0, 211, 1523
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\SettingsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 2, 10, 132
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\components\SettingsSearch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 4, 33
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\components\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\index.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\AppearanceSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 8, 68
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\AudioSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 8, 30, 226
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\components\AutoImportSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 3, 40
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\components\DownloaderTool.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 11, 195
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\components\MaintenanceSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 3, 43
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\components\PathSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 5, 37
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\components\QualitySettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 6, 66
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\components\YoutubeAuth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 3, 40
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\constants.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 1, 14, 175
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\types.ts", "TypeScript", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 10, 91
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\DownloadSection\useDownloadSection.ts", "TypeScript", 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 2, 20, 137
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\GeneralSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 274, 0, 0, 0, 0, 0, 0, 5, 27, 306
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\sections\index.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\utils\AppearanceSection.utils.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\utils\AudioSection.utils.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\utils\DownloadSection.utils.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\utils\GeneralSection.utils.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\utils\Settings.utils.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"k:\cross-platform-music-player-app\apps\desktop\src\presentations\pages\SettingsPage\utils\index.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"k:\cross-platform-music-player-app\apps\desktop\src\tests\components\Header\SearchOverlay.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 3, 6, 57
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\DeleteConfirmationModal\DeleteConfirmationModal.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 1, 26, 123
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\DownloaderModal\DownloaderModal.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 3, 24, 155
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\Dropdown\CustomDropdown.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 2, 12, 52
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\DuplicateResolutionModal\DuplicateResolutionModal.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 12, 32, 141
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\EditModal\EditModal.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 4, 43, 195
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\ErrorBoundary\ErrorBoundary.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 6, 16, 88
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\Header\Header.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 8, 34, 181
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\HotkeysModal\HotkeysModal.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 4, 21, 84
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\Language\LanguageProvider.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 8, 25, 154
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\Library\LibraryProvider.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 3, 14, 95
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\Library\SyncHistoryModal.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 6, 21, 122
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\LyricsView\LyricsPanel.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 4, 19, 102
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\Notification\Notification.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 2, 24, 131
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\PlayerBar\PlayerBar.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 2, 30, 170
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\components\Sidebar\Sidebar.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 4, 35, 171
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\pages\PlaylistDetailPage\components\SongRow.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 1, 27, 143
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\pages\SettingsPage\sections\AppearanceSection.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 3, 7, 41
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\pages\SettingsPage\sections\AudioSection.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 1, 9, 65
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\pages\SettingsPage\sections\DownloadSection.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 3, 19, 131
"k:\cross-platform-music-player-app\apps\desktop\src\tests\presentations\pages\SettingsPage\sections\GeneralSection.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 6, 13, 73
"k:\cross-platform-music-player-app\apps\desktop\src\tests\setup.ts", "TypeScript", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 8, 9, 93
"k:\cross-platform-music-player-app\apps\desktop\src\tests\utils\searchUtils.test.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"k:\cross-platform-music-player-app\apps\desktop\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 22
"k:\cross-platform-music-player-app\apps\desktop\tsconfig.app.json", "JSON", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 70
"k:\cross-platform-music-player-app\apps\desktop\tsconfig.json", "JSON with Comments", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"k:\cross-platform-music-player-app\apps\desktop\tsconfig.node.json", "JSON", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 55
"k:\cross-platform-music-player-app\apps\desktop\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 5, 3, 92
"k:\cross-platform-music-player-app\apps\mobile\...README.md", "Markdown", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"k:\cross-platform-music-player-app\apps\mobile\app.json", "JSON", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 65
"k:\cross-platform-music-player-app\apps\mobile\assets\expo.icon\Assets\expo-symbol 2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"k:\cross-platform-music-player-app\apps\mobile\assets\expo.icon\icon.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"k:\cross-platform-music-player-app\apps\mobile\babel.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"k:\cross-platform-music-player-app\apps\mobile\eas.json", "JSON", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"k:\cross-platform-music-player-app\apps\mobile\eslint.config.mjs", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"k:\cross-platform-music-player-app\apps\mobile\metro.config.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 8
"k:\cross-platform-music-player-app\apps\mobile\package.json", "JSON", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 66
"k:\cross-platform-music-player-app\apps\mobile\src\app\(tabs)\_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 2, 23
"k:\cross-platform-music-player-app\apps\mobile\src\app\(tabs)\library.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 603, 0, 0, 0, 0, 0, 0, 0, 50, 653
